target,text
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
ham,Am I the only one who doesn't stalk profiles?
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541
ham,I am 6 ft. We will be a good combination!
ham,Lol its ok I didn't remember til last nite
ham,Designation is software developer and may be she get chennai:)
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
spam,RCT' THNQ Adrian for U text. Rgds Vatian
ham,Oh sorry please its over
ham,Hey what happen de. Are you alright.
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
ham,Why did I wake up on my own &gt;:(
ham,Can you pls send me that company name. In saibaba colany
ham,Yeah right! I'll bring my tape measure fri!
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
ham,S da..al r above  &lt;#&gt;
ham,Long time. You remember me today.
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham,How come i din c ü... Yup i cut my hair...
ham,Ok i've sent u da latest version of da project.
ham,Lol where do u come up with these ideas?
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,"Sorry, I'll call later"
ham,Thanks. Fills me with complete calm and reassurance!
ham,Geeeee ... I love you so much I can barely stand it
ham,When you are big..| God will bring success.
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,Sday only joined.so training we started today:)
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,Probably a couple hours tops
ham,When can ü come out?
ham,Are you not around or just still asleep? :V
ham,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
ham,I dont have that much image in class.
ham,Still in customer place
ham,I havent lei.. Next mon can?
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
ham,* Thought I didn't see you.
ham,How much she payed. Suganya.
ham,Full heat pa:-) i have applyed oil pa.
ham,"U so lousy, run already come back then half dead... Hee..."
ham,Wat happened to the cruise thing
ham,"Found it, ENC  &lt;#&gt; , where you at?"
ham,This is all just creepy and crazy to me.
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
ham,S but not able to sleep.
spam,Money i have won wining number 946 wot do i do next
ham,Huh so late... Fr dinner?
ham,1 in cbe. 2 in chennai.
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
ham,"Nah man, my car is meant to be crammed full of people"
ham,U come n search tat vid..not finishd..
ham,U GOIN OUT 2NITE?
ham,I dont want to hear anything
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Keep my payasam there if rinu brings
ham,Ok...
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,Or just do that 6times
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
ham,Cool. So how come you havent been wined and dined before?
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
ham,Still i have not checked it da. . .
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,"I can't, I don't have her number!"
ham,"Sorry, I'll call later"
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Yes. It's all innocent fun. O:-)
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
ham,Ok lor... But buy wat?
ham,She's borderline but yeah whatever.
ham,"Sorry, I'll call later"
ham,Good night. Am going to sleep.
ham,Yeah but which is worse for i
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham,Ok.
ham,Just sleeping..and surfing
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,Why you keeping me away like this
ham,Ofcourse I also upload some songs
ham,What does the dance river do?
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
ham,You always make things bigger than they are
ham,Tomarrow final hearing on my laptop case so i cant.
ham,I did. One slice and one breadstick. Lol
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,I'm going out to buy mum's present ar.
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,K I'll take care of it
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,Unlimited texts. Limited minutes.
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
ham,Nice.nice.how is it working?
ham,No screaming means shouting..
ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."
ham,Wat would u like 4 ur birthday?
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,Do ü noe if ben is going?
ham,Have you got Xmas radio times. If not i will get it now
ham,God bless.get good sleep my dear...i will pray!
ham,Eh u send wrongly lar...
ham,K da:)how many page you want?
ham,"Aight fuck it, I'll get it later"
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,Can u get pic msgs to your phone?
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,Tell me pa. How is pain de.
ham,"Awesome, that gonna be soon or later tonight?"
ham,What you doing?how are you?
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
ham,Try to do something dear. You read something for exams
ham,Am i that much bad to avoid like this?
ham,I will vote for wherever my heart guides me
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
ham,I cant pick the phone right now. Pls send a message
ham,Do you want bold 2 or bb torch
ham,K..k:)how much does it cost?
ham,Thanks chikku..:-) gud nyt:-*
ham,"Mah b, I'll pick it up tomorrow"
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,Just now saw your message.it k da:)
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
ham,"Sorry, I'll call later"
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Nt joking seriously i told
ham,Did he just say somebody is named tampa
